"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"101.43","1217.699","1.919875","-.----","-.----","120.33","1226.187","1.920437","-.----","-.----","172.64","1813.157","3.839662","-.----","-0.223","98.73","1815.748","3.84025","-.----","-0.301"
"101.44","1218.089","1.920687","-.----","-.----","120.34","1226.679","1.921275","-.----","-.----","172.65","1813.483","3.84135","-.----","-0.223","98.74","1816.146","3.841881","-.----","-0.301"
"101.45","1218.534","1.921525","-.----","-.----","120.35","1227.196","1.922112","-.----","-.----","172.66","1813.833","3.843037","-.----","-0.223","98.75","1816.551","3.843556","-.----","-0.301"
"101.46","1219.01","1.922369","-.----","-.----","120.36","1227.713","1.922944","-.----","-.----","172.67","1814.254","3.844681","-.----","-0.223","98.76","1816.94","3.845244","-.----","-0.301"
"101.47","1219.511","1.923206","-.----","-.----","120.37","1228.245","1.923762","-.----","-.----","172.68","1814.715","3.846306","-.----","-0.223","98.77","1817.298","3.846937","-.----","-0.301"
"101.48","1219.98","1.92405","-.----","-.----","120.38","1228.722","1.924575","-.----","-.----","172.69","1815.136","3.847975","-.----","-0.223","98.78","1817.648","3.848588","-.----","-0.301"
"101.49","1220.433","1.924887","-.----","-.----","120.39","1229.159","1.925406","-.----","-.----","172.7","1815.51","3.849687","-.----","-0.223","98.79","1818.029","3.850206","-.----","-0.301"
"101.5","1220.862","1.925731","-.----","-.----","120.4","1229.604","1.926262","-.----","-.----","172.71","1815.859","3.851388","-.----","-0.223","98.8","1818.426","3.851881","-.----","-0.301"
"101.51","1221.228","1.926562","-.----","-.----","120.41","1230.065","1.9271","-.----","-.----","172.72","1816.177","3.853031","-.----","-0.223","98.81","1818.848","3.853581","-.----","-0.301"
"101.52","1221.601","1.927387","-.----","-.----","120.42","1230.494","1.927938","-.----","-.----","172.73","1816.503","3.85465","-.----","-0.223","98.82","1819.261","3.855275","-.----","-0.301"
"101.53","1222.046","1.9282","-.----","-.----","120.43","1230.939","1.928775","-.----","-.----","172.74","1816.901","3.856325","-.----","-0.223","98.83","1819.666","3.856925","-.----","-0.301"
"101.54","1222.563","1.929019","-.----","-.----","120.44","1231.408","1.929619","-.----","-.----","172.75","1817.354","3.858012","-.----","-0.223","98.84","1820.079","3.858544","-.----","-0.301"
"101.55","1223.079","1.929856","-.----","-.----","120.45","1231.917","1.930462","-.----","-.----","172.76","1817.791","3.859706","-.----","-0.223","98.85","1820.477","3.860219","-.----","-0.301"
"101.56","1223.516","1.930706","-.----","-.----","120.46","1232.457","1.931287","-.----","-.----","172.77","1818.172","3.86135","-.----","-0.223","98.86","1820.85","3.861912","-.----","-0.301"
"101.57","1223.85","1.931544","-.----","-.----","120.47","1232.998","1.932106","-.----","-.----","172.78","1818.498","3.862975","-.----","-0.223","98.87","1821.224","3.863612","-.----","-0.301"
"101.58","1224.168","1.932381","-.----","-.----","120.48","1233.53","1.932912","-.----","-.----","172.79","1818.84","3.864644","-.----","-0.223","98.88","1821.605","3.865263","-.----","-0.301"
"101.59","1224.526","1.933219","-.----","-.----","120.49","1233.983","1.933744","-.----","-.----","172.8","1819.213","3.866344","-.----","-0.223","98.89","1821.995","3.866881","-.----","-0.301"
"101.6","1224.947","1.934069","-.----","-.----","120.5","1234.396","1.934594","-.----","-.----","172.81","1819.571","3.868031","-.----","-0.223","98.9","1822.376","3.86855","-.----","-0.301"
"101.61","1225.392","1.934906","-.----","-.----","120.51","1234.825","1.935431","-.----","-.----","172.82","1819.849","3.869681","-.----","-0.223","98.91","1822.71","3.87025","-.----","-0.301"
"101.62","1225.837","1.935731","-.----","-.----","120.52","1235.294","1.936269","-.----","-.----","172.83","1820.143","3.871312","-.----","-0.223","98.92","1823.052","3.871944","-.----","-0.301"
"101.63","1226.298","1.936544","-.----","-.----","120.53","1235.779","1.937106","-.----","-.----","172.84","1820.517","3.872994","-.----","-0.223","98.93","1823.425","3.873594","-.----","-0.301"
"101.64","1226.727","1.937369","-.----","-.----","120.54","1236.264","1.93795","-.----","-.----","172.85","1820.962","3.874681","-.----","-0.223","98.94","1823.831","3.875225","-.----","-0.301"
"101.65","1227.125","1.938206","-.----","-.----","120.55","1236.685","1.938794","-.----","-.----","172.86","1821.415","3.876369","-.----","-0.223","98.95","1824.276","3.876906","-.----","-0.301"
"101.66","1227.498","1.939056","-.----","-.----","120.56","1237.043","1.939619","-.----","-.----","172.87","1821.836","3.878012","-.----","-0.223","98.96","1824.713","3.878594","-.----","-0.301"
"101.67","1227.919","1.939887","-.----","-.----","120.57","1237.353","1.940437","-.----","-.----","172.88","1822.241","3.879644","-.----","-0.223","98.97","1825.094","3.880275","-.----","-0.301"
"101.68","1228.348","1.940719","-.----","-.----","120.58","1237.718","1.94125","-.----","-.----","172.89","1822.607","3.881312","-.----","-0.223","98.98","1825.42","3.881919","-.----","-0.301"
"101.69","1228.793","1.941562","-.----","-.----","120.59","1238.187","1.942081","-.----","-.----","172.9","1822.988","3.883006","-.----","-0.223","98.99","1825.77","3.883544","-.----","-0.301"
"101.7","1229.223","1.9424","-.----","-.----","120.6","1238.743","1.942931","-.----","-.----","172.91","1823.409","3.884706","-.----","-0.223","99","1826.207","3.885212","-.----","-0.301"
"101.71","1229.62","1.943231","-.----","-.----","120.61","1239.292","1.943769","-.----","-.----","172.92","1823.831","3.88635","-.----","-0.223","99.01","1826.747","3.886906","-.----","-0.301"
"101.72","1230.025","1.944062","-.----","-.----","120.62","1239.8","1.9446","-.----","-.----","172.93","1824.22","3.887981","-.----","-0.223","99.02","1827.264","3.8886","-.----","-0.301"
"101.73","1230.439","1.944875","-.----","-.----","120.63","1240.245","1.945437","-.----","-.----","172.94","1824.57","3.889663","-.----","-0.223","99.03","1827.661","3.890256","-.----","-0.301"
"101.74","1230.884","1.945694","-.----","-.----","120.64","1240.651","1.946275","-.----","-.----","172.95","1824.872","3.891356","-.----","-0.223","99.04","1827.916","3.891881","-.----","-0.301"
"101.75","1231.329","1.946537","-.----","-.----","120.65","1241.064","1.947125","-.----","-.----","172.96","1825.182","3.893044","-.----","-0.223","99.05","1828.09","3.893562","-.----","-0.301"
"101.76","1231.758","1.947387","-.----","-.----","120.66","1241.485","1.94795","-.----","-.----","172.97","1825.492","3.894687","-.----","-0.223","99.06","1828.337","3.895256","-.----","-0.301"
"101.77","1232.171","1.948219","-.----","-.----","120.67","1241.938","1.948775","-.----","-.----","172.98","1825.841","3.8963","-.----","-0.223","99.07","1828.671","3.896944","-.----","-0.301"
"101.78","1232.552","1.94905","-.----","-.----","120.68","1242.423","1.949587","-.----","-.----","172.99","1826.215","3.897969","-.----","-0.223","99.08","1829.092","3.898594","-.----","-0.301"
"101.79","1232.902","1.949887","-.----","-.----","120.69","1242.892","1.950419","-.----","-.----","173","1826.588","3.899669","-.----","-0.223","99.09","1829.577","3.900212","-.----","-0.301"
"101.8","1233.276","1.950725","-.----","-.----","120.7","1243.353","1.951269","-.----","-.----","173.01","1826.938","3.901369","-.----","-0.223","99.1","1830.03","3.901881","-.----","-0.301"
"101.81","1233.681","1.951562","-.----","-.----","120.71","1243.782","1.9521","-.----","-.----","173.02","1827.264","3.903019","-.----","-0.223","99.11","1830.379","3.903569","-.----","-0.301"
"101.82","1234.102","1.952387","-.----","-.----","120.72","1244.195","1.952937","-.----","-.----","173.03","1827.59","3.904644","-.----","-0.223","99.12","1830.673","3.905262","-.----","-0.301"
"101.83","1234.492","1.953206","-.----","-.----","120.73","1244.545","1.953769","-.----","-.----","173.04","1827.939","3.906319","-.----","-0.223","99.13","1831.023","3.906912","-.----","-0.301"
"101.84","1234.865","1.954019","-.----","-.----","120.74","1244.927","1.954619","-.----","-.----","173.05","1828.273","3.908006","-.----","-0.223","99.14","1831.452","3.908537","-.----","-0.301"
"101.85","1235.286","1.954862","-.----","-.----","120.75","1245.387","1.955462","-.----","-.----","173.06","1828.607","3.909694","-.----","-0.223","99.15","1831.857","3.910213","-.----","-0.301"
"101.86","1235.763","1.955706","-.----","-.----","120.76","1245.912","1.956288","-.----","-.----","173.07","1828.98","3.911344","-.----","-0.223","99.16","1832.183","3.911912","-.----","-0.301"
"101.87","1236.272","1.956544","-.----","-.----","120.77","1246.428","1.957106","-.----","-.----","173.08","1829.418","3.912981","-.----","-0.223","99.17","1832.469","3.913612","-.----","-0.301"
"101.88","1236.741","1.957387","-.----","-.----","120.78","1246.897","1.957919","-.----","-.----","173.09","1829.879","3.914656","-.----","-0.223","99.18","1832.811","3.915262","-.----","-0.301"
"101.89","1237.154","1.958231","-.----","-.----","120.79","1247.319","1.958756","-.----","-.----","173.1","1830.323","3.916344","-.----","-0.223","99.19","1833.24","3.916894","-.----","-0.301"
"101.9","1237.551","1.959075","-.----","-.----","120.8","1247.708","1.959606","-.----","-.----","173.11","1830.705","3.918025","-.----","-0.223","99.2","1833.749","3.918569","-.----","-0.301"
"101.91","1237.957","1.959912","-.----","-.----","120.81","1248.105","1.960444","-.----","-.----","173.12","1831.007","3.919675","-.----","-0.223","99.21","1834.194","3.920262","-.----","-0.301"
